Gene stable ID	Gene stable ID version	Gene name	NCBI gene (formerly Entrezgene) ID
ENSG00000224397	ENSG00000224397.9	PELATON	100506115
ENSG00000233901	ENSG00000233901.8	LINC01503	100506119
ENSG00000179240	ENSG00000179240.13	GVQW3	100506127
ENSG00000250116	ENSG00000250116.2	RHOQ-AS1	100506142
ENSG00000243749	ENSG00000243749.2	TMEM35B	100506144
ENSG00000225231	ENSG00000225231.2	LINC02470	100506159
ENSG00000285219	ENSG00000285219.4	HULC	100506207
ENSG00000238197	ENSG00000238197.8	PAXBP1-AS1	100506215
ENSG00000249173	ENSG00000249173.8	LINC01093	100506229
ENSG00000233230	ENSG00000233230.3		100506235
ENSG00000251364	ENSG00000251364.9	SYT9-AS1	100506258
ENSG00000272902	ENSG00000272902.2	TBC1D8-AS1	100506286
ENSG00000216895	ENSG00000216895.9	RBM33-DT	100506302
ENSG00000247498	ENSG00000247498.11	GPRC5D-AS1	100506314
ENSG00000283036	ENSG00000283036.3	LINC01988	100506319
ENSG00000237945	ENSG00000237945.9	LINC00649	100506334
ENSG00000229851	ENSG00000229851.1	ARSD-AS1	100506356
ENSG00000267710	ENSG00000267710.9	EDDM13	100506374
ENSG00000226419	ENSG00000226419.8	SLC16A1-AS1	100506392
ENSG00000225572	ENSG00000225572.1	DOCK4-AS1	100506413
ENSG00000236830	ENSG00000236830.8	CBR3-AS1	100506428
ENSG00000228382	ENSG00000228382.3	ITPKB-IT1	100506443
ENSG00000224184	ENSG00000224184.7	MIR3681HG	100506457
ENSG00000236144	ENSG00000236144.9	TMEM147-AS1	100506469
ENSG00000272568	ENSG00000272568.6	CPVL-AS2	100506497
ENSG00000182873	ENSG00000182873.5	PRKCZ-AS1	100506504
ENSG00000281404	ENSG00000281404.2	LINC01176	100506516
ENSG00000247595	ENSG00000247595.5	MISFA	100506540
ENSG00000257279	ENSG00000257279.1		100506551
ENSG00000276255	ENSG00000276255.2	LINC02809	100506571
ENSG00000258301	ENSG00000258301.3	VASH1-AS1	100506603
ENSG00000257176	ENSG00000257176.3		100506606
ENSG00000276476	ENSG00000276476.4	LINC00540	100506622
ENSG00000224424	ENSG00000224424.8	PRKAR2A-AS1	100506637
ENSG00000260034	ENSG00000260034.1	LCMT1-AS2	100506655
ENSG00000273814	ENSG00000273814.4	OCLN	100506658
ENSG00000197822	ENSG00000197822.12	OCLN	100506658
ENSG00000248008	ENSG00000248008.5	NRAV	100506668
ENSG00000259673	ENSG00000259673.6	IQCH-AS1	100506686
ENSG00000281649	ENSG00000281649.3	EBLN3P	100506710
ENSG00000215067	ENSG00000215067.12	ALOX12-AS1	100506713
ENSG00000226328	ENSG00000226328.8	NUP50-DT	100506714
ENSG00000205562	ENSG00000205562.5	FLRT2-AS1	100506731
ENSG00000234736	ENSG00000234736.6	FAM170B-AS1	100506733
ENSG00000205045	ENSG00000205045.12	SLFN12L	100506736
ENSG00000267532	ENSG00000267532.5	MIR497HG	100506755
ENSG00000281103	ENSG00000281103.4	TRG-AS1	100506776
ENSG00000265148	ENSG00000265148.7	TSPOAP1-AS1	100506779
ENSG00000231105	ENSG00000231105.2	ECE1-AS1	100506801
ENSG00000227630	ENSG00000227630.4	LINC01132	100506810
ENSG00000239523	ENSG00000239523.8	MYLK-AS1	100506826
ENSG00000237298	ENSG00000237298.11	TTN-AS1	100506866
ENSG00000236753	ENSG00000236753.7	MKLN1-AS	100506881
ENSG00000228412	ENSG00000228412.9	LNC-LBCS	100506885
ENSG00000236709	ENSG00000236709.1	DAPK1-IT1	100506897
ENSG00000236810	ENSG00000236810.8	ELOA-AS1	100506963
ENSG00000271270	ENSG00000271270.8	TMCC1-DT	100507032
ENSG00000237399	ENSG00000237399.7	PITRM1-AS1	100507034
ENSG00000239653	ENSG00000239653.1	PSMD6-AS2	100507062
ENSG00000251497	ENSG00000251497.2	PITPNM2-AS1	100507091
ENSG00000280543	ENSG00000280543.1	ASAP1-IT2	100507117
ENSG00000258725	ENSG00000258725.2	PRC1-AS1	100507118
ENSG00000255521	ENSG00000255521.3	CD44-DT	100507144
ENSG00000225439	ENSG00000225439.4	BOLA3-DT	100507171
ENSG00000281207	ENSG00000281207.1	SLFNL1-AS1	100507178
ENSG00000163597	ENSG00000163597.17	SNHG16	100507246
ENSG00000247363	ENSG00000247363.3	NUP107-DT	100507250
ENSG00000247708	ENSG00000247708.8	STX18-AS1	100507266
ENSG00000245498	ENSG00000245498.7	MSANTD2-AS1	100507283
ENSG00000261221	ENSG00000261221.5	ZNF865	100507290
ENSG00000248932	ENSG00000248932.8	COPB2-DT	100507291
ENSG00000244926	ENSG00000244926.7	ALKBH3-AS1	100507300
ENSG00000253716	ENSG00000253716.8	MINCR	100507316
ENSG00000272589	ENSG00000272589.1	ZSWIM8-AS1	100507331
ENSG00000253457	ENSG00000253457.4	SMIM18	100507341
ENSG00000229124	ENSG00000229124.8	VIM-AS1	100507347
ENSG00000288348	ENSG00000288348.1	ADGRL1-AS1	100507373
ENSG00000267169	ENSG00000267169.2	ADGRL1-AS1	100507373
ENSG00000254703	ENSG00000254703.4	SENCR	100507392
ENSG00000224533	ENSG00000224533.4	TMLHE-AS1	100507404
ENSG00000269956	ENSG00000269956.2	MKNK1-AS1	100507423
ENSG00000267470	ENSG00000267470.6	ZNF571-AS1	100507433
ENSG00000235233	ENSG00000235233.9	MICA	100507436
ENSG00000233051	ENSG00000233051.9	MICA	100507436
ENSG00000183214	ENSG00000183214.12	MICA	100507436
ENSG00000231225	ENSG00000231225.9	MICA	100507436
ENSG00000204520	ENSG00000204520.14	MICA	100507436
ENSG00000251602	ENSG00000251602.7	MTA1-DT	100507437
ENSG00000225377	ENSG00000225377.6	NRSN2-AS1	100507459
ENSG00000235540	ENSG00000235540.6	PSMB8-AS1	100507463
ENSG00000231591	ENSG00000231591.6	PSMB8-AS1	100507463
ENSG00000206232	ENSG00000206232.8	PSMB8-AS1	100507463
ENSG00000233089	ENSG00000233089.6	PSMB8-AS1	100507463
ENSG00000206296	ENSG00000206296.8	PSMB8-AS1	100507463
ENSG00000234365	ENSG00000234365.6	PSMB8-AS1	100507463
ENSG00000233140	ENSG00000233140.6	PSMB8-AS1	100507463
ENSG00000204261	ENSG00000204261.9	PSMB8-AS1	100507463
ENSG00000251432	ENSG00000251432.8	LINC02615	100507487
ENSG00000234684	ENSG00000234684.8	SDCBP2-AS1	100507495
ENSG00000234817	ENSG00000234817.2	ECI2-DT	100507506
ENSG00000225434	ENSG00000225434.5	LINC01504	100507540
ENSG00000269439	ENSG00000269439.7	PGLS-DT	100507551
ENSG00000269386	ENSG00000269386.6	RAB11B-AS1	100507567
ENSG00000235831	ENSG00000235831.8	BHLHE40-AS1	100507582
ENSG00000248275	ENSG00000248275.3	TRIM52-AS1	100507602
ENSG00000196993	ENSG00000196993.9	NPIPB9	100507607
ENSG00000246430	ENSG00000246430.9	LINC00968	100507632
ENSG00000248810	ENSG00000248810.4	LINC02432	100507639
ENSG00000288417	ENSG00000288417.1	LINC03014	100507642
ENSG00000240859	ENSG00000240859.3	LINC03014	100507642
ENSG00000282075	ENSG00000282075.1	LINC03014	100507642
ENSG00000282461	ENSG00000282461.1	LINC03014	100507642
ENSG00000283302	ENSG00000283302.3	C13orf46	100507747
ENSG00000283199	ENSG00000283199.3	C13orf46	100507747
ENSG00000113810	ENSG00000113810.16	SMC4	10051
ENSG00000248672	ENSG00000248672.5	LY75-CD302	100526664
ENSG00000250151	ENSG00000250151.9	ARPC4-TTLL3	100526693
ENSG00000251349	ENSG00000251349.3	MSANTD3-TMEFF1	100526694
ENSG00000248643	ENSG00000248643.5	RBM14-RBM4	100526737
ENSG00000251503	ENSG00000251503.8	CENPS-CORT	100526739
ENSG00000248919	ENSG00000248919.7	ATP5MF-PTCD1	100526740
ENSG00000114786	ENSG00000114786.16	ABHD14A-ACY1	100526760
ENSG00000249884	ENSG00000249884.8	RNF103-CHMP3	100526767
ENSG00000255274	ENSG00000255274.10	SMIM35	100526771
ENSG00000248592	ENSG00000248592.7	STIMATE-MUSTN1	100526772
ENSG00000250021	ENSG00000250021.7	ARPIN-AP3S2	100526783
ENSG00000250741	ENSG00000250741.6	NT5C1B-RDH14	100526794
ENSG00000270419	ENSG00000270419.2	CAHM	100526820
ENSG00000213599	ENSG00000213599.10	SLX1A-SULT1A3	100526830
ENSG00000260280	ENSG00000260280.5	SLX1B-SULT1A4	100526831
ENSG00000213160	ENSG00000213160.10	KLHL23	100526832
ENSG00000259030	ENSG00000259030.8	FPGT-TNNI3K	100526835
ENSG00000215472	ENSG00000215472.10	RPL17-C18orf32	100526842
ENSG00000259399	ENSG00000259399.1	TGIF2-RAB5IF	100527943
ENSG00000281887	ENSG00000281887.3	GIMAP1-GIMAP5	100527949
ENSG00000260238	ENSG00000260238.6	PMF1-BGLAP	100527963
ENSG00000230124	ENSG00000230124.8	ACBD6	100527964
ENSG00000271092	ENSG00000271092.5	TLCD4-RWDD3	100527978
ENSG00000259332	ENSG00000259332.3	ST20-MTHFS	100528021
ENSG00000259075	ENSG00000259075.6	POC1B-GALNT4	100528030
ENSG00000213809	ENSG00000213809.9	KLRK1	100528032
ENSG00000286237	ENSG00000286237.1	ARMCX5-GPRASP2	100528062
ENSG00000158301	ENSG00000158301.20	GPRASP2	100528062
ENSG00000285425	ENSG00000285425.1	NEDD8-MDP1	100528064
ENSG00000255526	ENSG00000255526.6	NEDD8-MDP1	100528064
ENSG00000258643	ENSG00000258643.6	BCL2L2-PABPN1	100529063
ENSG00000257529	ENSG00000257529.5	RPL36A-HNRNPH2	100529097
ENSG00000278760	ENSG00000278760.4	CORO7-PAM16	100529144
ENSG00000103426	ENSG00000103426.12	CORO7-PAM16	100529144
ENSG00000261408	ENSG00000261408.7	TEN1-CDK3	100529145
ENSG00000270011	ENSG00000270011.9	ZNF559-ZNF177	100529215
ENSG00000188629	ENSG00000188629.14	ZNF177	100529215
ENSG00000270800	ENSG00000270800.4	RPS10-NUDT3	100529239
ENSG00000221874	ENSG00000221874.4	ZNF816-ZNF321P	100529240
ENSG00000270757	ENSG00000270757.1	HSPE1-MOB4	100529241
ENSG00000254788	ENSG00000254788.7	CKLF-CMTM1	100529251
ENSG00000258644	ENSG00000258644.6	SYNJ2BP-COX16	100529257
ENSG00000125954	ENSG00000125954.13	CHURC1-FNTB	100529261
ENSG00000257365	ENSG00000257365.8	FNTB	100529261
ENSG00000259112	ENSG00000259112.2	NDUFC2-KCTD14	100532726
ENSG00000269897	ENSG00000269897.5	COMMD3-BMI1	100532731
ENSG00000158747	ENSG00000158747.15	NBL1	100532736
ENSG00000288602	ENSG00000288602.1	C8orf44-SGK3	100533105
ENSG00000259305	ENSG00000259305.6	ZHX1-C8orf76	100533106
ENSG00000255245	ENSG00000255245.4	FXYD6-FXYD2	100533181
ENSG00000247950	ENSG00000247950.9	SEC24B-AS1	100533182
ENSG00000270181	ENSG00000270181.3	BIVM-ERCC5	100533467
ENSG00000261771	ENSG00000261771.5	DNAAF4-CCPG1	100533483
ENSG00000259024	ENSG00000259024.7	TVP23C-CDRT4	100533496
ENSG00000272968	ENSG00000272968.5	RBAK-RBAKDN	100533952
ENSG00000163156	ENSG00000163156.12	SCNM1	100534012
ENSG00000270617	ENSG00000270617.1	URGCP-MRPS24	100534592
ENSG00000261796	ENSG00000261796.1	ISY1-RAB43	100534599
ENSG00000126261	ENSG00000126261.13	UBA2	10054
ENSG00000142230	ENSG00000142230.13	SAE1	10055
ENSG00000116120	ENSG00000116120.11	FARSB	10056
ENSG00000114770	ENSG00000114770.17	ABCC5	10057
ENSG00000115657	ENSG00000115657.14	ABCB6	10058
ENSG00000087470	ENSG00000087470.21	DNM1L	10059
ENSG00000033050	ENSG00000033050.9	ABCF2	10061
ENSG00000284482	ENSG00000284482.1	MIR4680	100616113
ENSG00000264357	ENSG00000264357.1	MIR4648	100616116
ENSG00000284162	ENSG00000284162.1	MIR4523	100616122
ENSG00000284427	ENSG00000284427.1	MIR4647	100616124
ENSG00000284331	ENSG00000284331.1	MIR4741	100616139
ENSG00000263858	ENSG00000263858.1	MIR4769	100616147
ENSG00000263584	ENSG00000263584.1	MIR4480	100616151
ENSG00000263593	ENSG00000263593.1	MIR4804	100616152
ENSG00000264764	ENSG00000264764.1	MIR4772	100616157
ENSG00000264741	ENSG00000264741.1	MIR4505	100616158
ENSG00000266559	ENSG00000266559.1	MIR4530	100616163
ENSG00000264773	ENSG00000264773.1	MIR4420	100616164
ENSG00000264623	ENSG00000264623.3	MIR4796	100616166
ENSG00000284585	ENSG00000284585.1	MIR4722	100616167
ENSG00000266640	ENSG00000266640.1	MIR4754	100616168
ENSG00000284288	ENSG00000284288.1	MIR378D2	100616169
ENSG00000264386	ENSG00000264386.1	MIR4513	100616183
ENSG00000276029	ENSG00000276029.1	MIR4477A	100616184
ENSG00000266017	ENSG00000266017.1	MIR4477B	100616194
ENSG00000264733	ENSG00000264733.1	MIR4718	100616195
ENSG00000263828	ENSG00000263828.1	MIR4439	100616207
ENSG00000283944	ENSG00000283944.1	MIR4709	100616211
ENSG00000263403	ENSG00000263403.1	MIR4673	100616242
ENSG00000265154	ENSG00000265154.1	MIR151B	100616247
ENSG00000284424	ENSG00000284424.1	MIR4724	100616248
ENSG00000264160	ENSG00000264160.1	MIR4762	100616253
ENSG00000283845	ENSG00000283845.1	MIR4721	100616256
ENSG00000283514	ENSG00000283514.1	MIR3975	100616257
ENSG00000265867	ENSG00000265867.1	MIR4516	100616258
ENSG00000263712	ENSG00000263712.1	MIR4639	100616269
ENSG00000284334	ENSG00000284334.1	MIR4651	100616270
ENSG00000264792	ENSG00000264792.1	MIR4637	100616271
ENSG00000263642	ENSG00000263642.1	MIR4802	100616274
ENSG00000266719	ENSG00000266719.1	MIR4676	100616286
ENSG00000263978	ENSG00000263978.1	MIR4499	100616304
ENSG00000266525	ENSG00000266525.1	MIR4650-1	100616310
ENSG00000266852	ENSG00000266852.2	MIR4482	100616323
ENSG00000265201	ENSG00000265201.1	MIR4677	100616343
ENSG00000283795	ENSG00000283795.1	MIR4426	100616345
ENSG00000266421	ENSG00000266421.3	MIR4451	100616349
ENSG00000265694	ENSG00000265694.1	MIR4774	100616356
ENSG00000284276	ENSG00000284276.1	MIR4800	100616358
ENSG00000264961	ENSG00000264961.1	MIR4730	100616359
ENSG00000264371	ENSG00000264371.1	MIR4425	100616365
ENSG00000264419	ENSG00000264419.1	MIR548AC	100616384
ENSG00000284564	ENSG00000284564.1	MIR3064	100616387
ENSG00000284261	ENSG00000284261.1	MIR4657	100616393
ENSG00000284252	ENSG00000284252.1	MIR4444-1	100616394
ENSG00000283803	ENSG00000283803.1	MIR3198-2	100616400
ENSG00000284435	ENSG00000284435.1	MIR4691	100616403
ENSG00000284368	ENSG00000284368.1	MIR5047	100616408
ENSG00000284031	ENSG00000284031.1	MIR4761	100616414
ENSG00000283204	ENSG00000283204.1	MIR4434	100616419
ENSG00000263849	ENSG00000263849.1	MIR4744	100616420
ENSG00000284118	ENSG00000284118.1	MIR4707	100616424
ENSG00000265144	ENSG00000265144.1	MIR548AM	100616428
ENSG00000266245	ENSG00000266245.1	MIR4644	100616430
ENSG00000264480	ENSG00000264480.1	MIR4714	100616432
ENSG00000264616	ENSG00000264616.1	MIR4755	100616434
ENSG00000263676	ENSG00000263676.1	MIR4632	100616438
ENSG00000284518	ENSG00000284518.1	MIR4658	100616439
ENSG00000264941	ENSG00000264941.1	MIR4474	100616441
ENSG00000284525	ENSG00000284525.1	MIR4687	100616453
ENSG00000264474	ENSG00000264474.1	MIR4656	100616465
ENSG00000266618	ENSG00000266618.1	MIR4742	100616468
ENSG00000283971	ENSG00000283971.1	MIR4442	100616477
ENSG00000264610	ENSG00000264610.1	MIR4685	100616482
ENSG00000283842	ENSG00000283842.1	MIR4751	100616483
ENSG00000265584	ENSG00000265584.1	MIR3978	100616491
ENSG00000264810	ENSG00000264810.1	MIR4441	100616493
ENSG00000263831	ENSG00000263831.1	MIR378E	100616498
ENSG00000025434	ENSG00000025434.19	NR1H3	10062
ENSG00000283634	ENSG00000283634.1	MIR3155B	100628560
ENSG00000138495	ENSG00000138495.7	COX17	10063
ENSG00000286532	ENSG00000286532.2	PARTICL	100630918
ENSG00000272414	ENSG00000272414.6	FAM47E-STBD1	100631383
ENSG00000261359	ENSG00000261359.2	PYCARD-AS1	100652740
ENSG00000204152	ENSG00000204152.14	TIMM23B	100652748
ENSG00000275765	ENSG00000275765.6		100652758
ENSG00000257550	ENSG00000257550.2		100652999
ENSG00000178404	ENSG00000178404.11	CEP295NL	100653515
ENSG00000140497	ENSG00000140497.16	SCAMP2	10066
ENSG00000263290	ENSG00000263290.5	SCAMP3	10067
ENSG00000116521	ENSG00000116521.11	SCAMP3	10067
ENSG00000137496	ENSG00000137496.19	IL18BP	10068
ENSG00000291523	ENSG00000291523.1	RWDD2B	10069
ENSG00000156253	ENSG00000156253.7	RWDD2B	10069
ENSG00000205277	ENSG00000205277.10	MUC12	10071
ENSG00000254986	ENSG00000254986.8	DPP3	10072
ENSG00000169371	ENSG00000169371.14	SNUPN	10073
ENSG00000086758	ENSG00000086758.17	HUWE1	10075
ENSG00000060656	ENSG00000060656.20	PTPRU	10076
ENSG00000064201	ENSG00000064201.16	TSPAN32	10077
ENSG00000281691	ENSG00000281691.1	RBM5-AS1	100775107
ENSG00000184281	ENSG00000184281.15	TSSC4	10078
ENSG00000054793	ENSG00000054793.14	ATP9A	10079
ENSG00000090470	ENSG00000090470.15	PDCD7	10081
ENSG00000263155	ENSG00000263155.6	MYZAP	100820829
ENSG00000292208	ENSG00000292208.1	PQBP1	10084
ENSG00000102103	ENSG00000102103.18	PQBP1	10084
ENSG00000281392	ENSG00000281392.3	LINC00506	100846978
ENSG00000264796	ENSG00000264796.1	MIR5009	100846993
ENSG00000266780	ENSG00000266780.1	MIR4444-2	100846999
ENSG00000265345	ENSG00000265345.1	MIR5188	100847004
ENSG00000284256	ENSG00000284256.1	MIR5004	100847012
ENSG00000266668	ENSG00000266668.1	MIR5692C2	100847017
ENSG00000264314	ENSG00000264314.1	MIR548AT	100847030
ENSG00000264539	ENSG00000264539.1	MIR548AR	100847035
ENSG00000266758	ENSG00000266758.1	MIR3680-2	100847041
ENSG00000283676	ENSG00000283676.1	MIR5087	100847044
ENSG00000283146	ENSG00000283146.1	MIR548AU	100847045
ENSG00000283929	ENSG00000283929.1	MIR5010	100847046
ENSG00000265527	ENSG00000265527.1	MIR5690	100847048
ENSG00000264653	ENSG00000264653.1	MIR5194	100847051
ENSG00000264966	ENSG00000264966.1	MIR5094	100847059
ENSG00000263800	ENSG00000263800.1	MIR5684	100847071
ENSG00000264056	ENSG00000264056.1	MIR5685	100847075
ENSG00000265470	ENSG00000265470.1	MIR548AQ	100847078
ENSG00000283726	ENSG00000283726.1	MIR5193	100847079
ENSG00000263629	ENSG00000263629.1	MIR5586	100847088
ENSG00000282355	ENSG00000282355.1	CARS1-AS1	100852407
ENSG00000247473	ENSG00000247473.2	CARS1-AS1	100852407
ENSG00000278970	ENSG00000278970.4	HEIH	100859930
ENSG00000227617	ENSG00000227617.9	CERS6-AS1	100861402
ENSG00000227409	ENSG00000227409.1	ZMYM4-AS1	100861513
ENSG00000224101	ENSG00000224101.1	ELMO1-AS1	100861514
ENSG00000237328	ENSG00000237328.1	RAI1-AS1	100861516
ENSG00000248256	ENSG00000248256.1	OCIAD1-AS1	100861517
ENSG00000117242	ENSG00000117242.7	PINK1-AS	100861548
ENSG00000260388	ENSG00000260388.2	LINC00562	100861549
ENSG00000280620	ENSG00000280620.1	SCAANT1	100861563
ENSG00000281991	ENSG00000281991.2	TMEM265	100862671
ENSG00000223692	ENSG00000223692.1	DIP2A-IT1	100862692
ENSG00000231473	ENSG00000231473.5	RB1-DT	100862704
ENSG00000113163	ENSG00000113163.19	CERT1	10087
ENSG00000230806	ENSG00000230806.1	SRGAP2-AS1	100873165
ENSG00000224563	ENSG00000224563.1	LPP-AS1	100873917
ENSG00000230020	ENSG00000230020.1	NHS-AS1	100873920
ENSG00000234230	ENSG00000234230.1	ZFX-AS1	100873922
ENSG00000257551	ENSG00000257551.1	HLX-AS1	100873924
ENSG00000232878	ENSG00000232878.3	DPYD-AS1	100873932
ENSG00000235777	ENSG00000235777.1	DPYD-AS2	100873933
ENSG00000225602	ENSG00000225602.5	MTOR-AS1	100873935
ENSG00000236202	ENSG00000236202.1	GRM7-AS1	100873937
ENSG00000224855	ENSG00000224855.5	OPA1-AS1	100873941
ENSG00000236188	ENSG00000236188.1	PRKX-AS1	100873944
ENSG00000230489	ENSG00000230489.1	VAV3-AS1	100873946
ENSG00000232832	ENSG00000232832.1	LMLN-AS1	100873947
ENSG00000231871	ENSG00000231871.5	IPO9-AS1	100873949
ENSG00000229372	ENSG00000229372.1	SZT2-AS1	100873952
ENSG00000231535	ENSG00000231535.8	LINC00278	100873962
ENSG00000229111	ENSG00000229111.1	MED4-AS1	100873965
ENSG00000225578	ENSG00000225578.1	NCBP2-AS1	100874001
ENSG00000248668	ENSG00000248668.3	OXCT1-AS1	100874002
ENSG00000228677	ENSG00000228677.1	TTC3-AS1	100874006
ENSG00000242522	ENSG00000242522.1	KLHL6-AS1	100874019
ENSG00000230082	ENSG00000230082.1	PRRT3-AS1	100874032
ENSG00000228598	ENSG00000228598.1	MACC1-AS1	100874041
ENSG00000228126	ENSG00000228126.1	FALEC	100874054
ENSG00000236088	ENSG00000236088.12	COX10-DT	100874058
ENSG00000176124	ENSG00000176124.15	DLEU1	100874074
ENSG00000225037	ENSG00000225037.1	EIF1AX-AS1	100874078
ENSG00000235191	ENSG00000235191.1	NUCB1-AS1	100874085
ENSG00000229780	ENSG00000229780.1	UBE2Q1-AS1	100874097
ENSG00000229867	ENSG00000229867.2	STEAP3-AS1	100874111
ENSG00000242767	ENSG00000242767.1	ZBTB20-AS4	100874131
ENSG00000226240	ENSG00000226240.2	LINC00381	100874151
ENSG00000237879	ENSG00000237879.1	LINC00398	100874158
ENSG00000240254	ENSG00000240254.2	B4GALT4-AS1	100874201
ENSG00000232814	ENSG00000232814.2	COL4A2-AS1	100874203
ENSG00000232684	ENSG00000232684.1	ATP11A-AS1	100874205
ENSG00000236051	ENSG00000236051.7	MYCBP2-AS1	100874212
ENSG00000234377	ENSG00000234377.8	OBI1-AS1	100874222
ENSG00000227213	ENSG00000227213.1	SPATA13-AS1	100874231
ENSG00000226272	ENSG00000226272.5	ARHGAP26-AS1	100874239
ENSG00000241155	ENSG00000241155.1	ARHGAP31-AS1	100874246
ENSG00000236383	ENSG00000236383.9	CCDC200	100874261
ENSG00000230539	ENSG00000230539.1	AOAH-IT1	100874264
ENSG00000233602	ENSG00000233602.1	ERI3-IT1	100874278
ENSG00000253187	ENSG00000253187.2	HOXA10-AS	100874323
ENSG00000225479	ENSG00000225479.1	PLCB1-IT1	100874337
ENSG00000230148	ENSG00000230148.8	HOXB-AS1	100874362
ENSG00000230789	ENSG00000230789.1	ARHGAP26-IT1	100874372
ENSG00000249310	ENSG00000249310.2	APOBEC3B-AS1	100874530
ENSG00000262679	ENSG00000262679.1	APOBEC3B-AS1	100874530
ENSG00000249348	ENSG00000249348.2	UGDH-AS1	100885776
ENSG00000255733	ENSG00000255733.6	IFNG-AS1	100885789
ENSG00000240012	ENSG00000240012.1	SLC9A9-AS1	100885796
ENSG00000108825	ENSG00000108825.18	PTGES3L-AARSD1	100885850
ENSG00000291010	ENSG00000291010.1	MRPS31P5	100887750
ENSG00000173338	ENSG00000173338.13	KCNK7	10089
ENSG00000111962	ENSG00000111962.8	UST	10090
ENSG00000162704	ENSG00000162704.16	ARPC5	10092
ENSG00000241553	ENSG00000241553.13	ARPC4	10093
ENSG00000111229	ENSG00000111229.16	ARPC3	10094
ENSG00000130429	ENSG00000130429.16	ARPC1B	10095
ENSG00000115091	ENSG00000115091.12	ACTR3	10096
ENSG00000138071	ENSG00000138071.15	ACTR2	10097
ENSG00000140391	ENSG00000140391.15	TSPAN3	10099
ENSG00000288291	ENSG00000288291.1	LINC02361	100996246
ENSG00000256576	ENSG00000256576.3	LINC02361	100996246
ENSG00000238198	ENSG00000238198.2	LRIG2-DT	100996251
ENSG00000289083	ENSG00000289083.1	LINC02256	100996255
ENSG00000267289	ENSG00000267289.1	PIN1-DT	100996288
ENSG00000213904	ENSG00000213904.11	LIPE-AS1	100996307
ENSG00000235478	ENSG00000235478.6	LINC01664	100996342
ENSG00000267551	ENSG00000267551.3	GNA15-DT	100996351
ENSG00000234884	ENSG00000234884.2	GRK3-AS1	100996404
ENSG00000284274	ENSG00000284274.1	MRNIP-DT	100996419
ENSG00000245317	ENSG00000245317.2	MRNIP-DT	100996419
ENSG00000243150	ENSG00000243150.6	MLF1-DT	100996447
ENSG00000181908	ENSG00000181908.5	LINC02724	100996455
ENSG00000260840	ENSG00000260840.2	LINC01964	100996478
ENSG00000224186	ENSG00000224186.8	PITX1-AS1	100996485
ENSG00000259417	ENSG00000259417.3	CTXND1	100996492
ENSG00000231249	ENSG00000231249.3	ITPR1-DT	100996539
ENSG00000227403	ENSG00000227403.3	LINC01806	100996579
ENSG00000290573	ENSG00000290573.1		100996643
ENSG00000286219	ENSG00000286219.2	NOTCH2NLC	100996717
ENSG00000275976	ENSG00000275976.6	SPDYE11	100996746
ENSG00000286019	ENSG00000286019.2	NOTCH2NLB	100996763
ENSG00000233223	ENSG00000233223.5	MPDU1-AS1	100996842
ENSG00000269955	ENSG00000269955.2	FMC1-LUC7L2	100996928
ENSG00000145337	ENSG00000145337.5	PYURF	100996939
ENSG00000151651	ENSG00000151651.16	ADAM8	101
ENSG00000134198	ENSG00000134198.10	TSPAN2	10100
ENSG00000095906	ENSG00000095906.17	NUBP2	10101
ENSG00000123297	ENSG00000123297.20	TSFM	10102
ENSG00000108179	ENSG00000108179.14	PPIF	10105
ENSG00000186399	ENSG00000186399.11	GOLGA8R	101059918
ENSG00000277983	ENSG00000277983.1	NPIPA7	101059938
ENSG00000214967	ENSG00000214967.6	NPIPA7	101059938
ENSG00000214940	ENSG00000214940.9	NPIPA8	101059953
ENSG00000175215	ENSG00000175215.11	CTDSP2	10106
